Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
BBU-03-013,Kabupaten Way Kanan,BBU,3,PAKUAN RATU RT.02 RW.11 KEL.PAKUAN BARU,PAKUAN BARU,PAKUAN RATU,WAY KANAN,HINTON PLC,100000048657
BBU-03-014,Kabupaten Way Kanan,BBU,3,JL.LETJEND ALAMSYAH KM.17,NEGERI BATIN,UMPU SEMENGUK,WAY KANAN,BAKER-PATTON,100000058920
BDG-05-001,Kota Bandung,BDG,5,JL. SARI INDAH VB RT.07 RW.13,KEL. ANTAPANI KIDUL,KEC. CICADAS,"BANDUNG, KOTA",STEWART-HERNANDEZ,100000000343
BDG-05-002,Kota Bandung,BDG,5,KOMP.RANCASABIR RT.04 RW.01,DS.MALAKASARI,KEC.BALEENDAH,BANDUNG,SCHMIDT GROUP,100000000346
BDG-05-003,Kota Bandung,BDG,5,DESA RAHAYU RT. 06 RW. 06,KEL. CIGONDEWA,KEC. MARGAASIH,BANDUNG,YOUNG GROUP,100000000862
BDG-05-004,Kota Bandung,BDG,5,JL RAYA PINTU SUKAMANAH RT02/01,DS SUKAMANAH,KEC PENGALENGAN,BANDUNG,REED GROUP,100000000863
BDG-05-005,Kota Bandung,BDG,5,KP CURUG RT005/012,DS CIAPUS,KEC BANJARAN,BANDUNG,"EVANS, LEONARD AND KLINE",100000000864
BDG-05-006,Kota Bandung,BDG,5,KP. CIKALAGE HILIR RT.01 RW.01,DESA HEGARMANAH,KEC. CIKANCUNG,BANDUNG,"RODRIGUEZ, MOORE AND CAREY",100000000866
BDG-05-007,Kota Bandung,BDG,5,KP.CIAKANDE RT 02/07,DS.BOJONG HALEUANG,KEC.BATUJAJAR,BANDUNG,PATRICK-SMITH,100000000867
BDG-05-008,Kota Bandung,BDG,5,KP. BABAKAN ASTA RT.01 RW.31,RANCAEKEK WETAM,KEC.RANCAEKEK,BANDUNG,"GRAY, GONZALEZ AND HANEY",100000000868
BDG-05-009,Kota Bandung,BDG,5,BLOK CIBEUNYING,DS.WANASARI,KEC.PANGALENGAN,BANDUNG,SUAREZ-HARRINGTON,100000000869
BDG-05-010,Kota Bandung,BDG,5,JL. RANCA KENDAL    I B,CIGADUNG,CIBEUNYING,"BANDUNG, KOTA",THOMPSON GROUP,100000001137
BDG-05-011,Kota Bandung,BDG,5,JL. CIUMBULEUIT 179,CIUMBULEUIT,BANDUNG BARAT,"BANDUNG, KOTA",MOYER-RAY,100000001138
BDG-05-012,Kota Bandung,BDG,5,JL. CINANGKA RT. 04 RW. 11,KEL. PASIRWANGI,KEC. UJUNGBERUNG,"BANDUNG, KOTA",FISHER-JOHNSON,100000001141
BDG-05-013,Kota Bandung,BDG,5,KP. RANCALOA RT. 01 RW. 02,KEL. CIPAMOKOLAN,KEC. RANCASARI,"BANDUNG, KOTA",CLARK LLC,100000001143
BDG-05-014,Kota Bandung,BDG,5,"JL. SUKA ASIH ATAS RAYA RT.002 RW.006,","KEL. SINDANG JAYA,",KEC. MANDALAJATI,"BANDUNG, KOTA","LE, MORRIS AND WOODS",100000001144
BDG-05-015,Kota Bandung,BDG,5,JL.MOHAMMAD TOHA 189,CIGERELENG,REGOL,"BANDUNG, KOTA","RODGERS, CARTER AND ROGERS",100000001147
BDG-05-016,Kota Bandung,BDG,5,JL RAYA MANTRI KULON,BUAH BATU,BUAH BATU,"BANDUNG, KOTA",ALVAREZ-MILLER,100000001149
BDG-05-017,Kota Bandung,BDG,5,JL. TIRTAWANGI RAYA RT 03 RW 07,CIPAGALO,BOJONGSOANG,BANDUNG,"JONES, MARTIN AND FOSTER",100000003427
BDG-05-018,Kota Bandung,BDG,5,KP. SUKAMULYA RT.02/13,DS. CINUNUK,KEC. CILEUNYI,BANDUNG,ANDERSON INC,100000003428
BDG-05-019,Kota Bandung,BDG,5,JL. RAYA CAGAK NAGREG RT. 01 / RW. 08,,,BANDUNG,FOSTER-SWANSON,100000003429
BDG-05-020,Kota Bandung,BDG,5,KP. SIKLUK RT. 03/05,DS. NENGKELAN,KEC. CIWIDEY,BANDUNG,KENNEDY LLC,100000003430
BDG-05-021,Kota Bandung,BDG,5,CIGIRINGSING WETAN RT 01 RW 19,DESA GIRI,,BANDUNG,"MCMAHON, WOOD AND COLEMAN",100000003431
BDG-05-022,Kota Bandung,BDG,5,"RT.01/07,","DESA CIHAWUK,",KEC. KERTASARI,BANDUNG,MULLINS PLC,100000003433
BDG-05-023,Kota Bandung,BDG,5,U KP. CIPARI RT.26/10 DS. SRI RAHA,SRI RAHAYU,CIKANCUNG,BANDUNG,THOMAS-ROTH,100000003434
BDG-05-024,Kota Bandung,BDG,5,KP. PASIR LUHUR RT 04 RW 19,DS. ALAM ENDAH,KEC. RANCABALI,BANDUNG,"MILLER, MARTINEZ AND PIERCE",100000003435
BDG-05-025,Kota Bandung,BDG,5,JL.SANDING SINDAG SARI RT 01/08,DS.LOA,KEC.PASEH,BANDUNG,"SANCHEZ, STEPHENS AND MASON",100000003436
BDG-05-026,Kota Bandung,BDG,5,KP. WADAT RT. 04 RW. 13,DESA CIKAWAO,KEC. PACET,BANDUNG,"DAVIS, SANCHEZ AND ROGERS",100000003438
BDG-05-027,Kota Bandung,BDG,5,KP. CIKOJA RT. 03/01,DS. GIRI MUKTI,KEC. CILENGKRANG,BANDUNG,BAUTISTA LTD,100000003439
BDG-05-028,Kota Bandung,BDG,5,BLOK CIRANJANG RT.02/05,DS. SUKAMUKTI,KEC. TANJUNG M,BANDUNG,NUNEZ-EDWARDS,100000003440
BDG-05-029,Kota Bandung,BDG,5,KP. BABAKAN RT. 03 RW. 18,DS. MEKAR RAHAYU,KEC. MARGA ASIH,BANDUNG,JAMES-FRAZIER,100000003441
BDG-05-030,Kota Bandung,BDG,5,"JL RAYA SAPAN NO 61 RT 03 RW 12,","DESA RANCAKASUMBA,",KEC SOLOKAN JERUK,BANDUNG,"BROWN, TORRES AND GRANT",100000003443
BDG-05-031,Kota Bandung,BDG,5,KP. CIPAYUNG RT 00 RW 03,DESA GUNUNG HALU,KEC. GUNUNG HALU,BANDUNG,GUZMAN LLC,100000003445
BDG-05-032,Kota Bandung,BDG,5,"LEMBANGSARI, RT.01/RW.09,","DESA TARUMAJAYA,",KECAMATAN KERTASARI,BANDUNG,HARDIN LTD,100000003446
BDG-05-033,Kota Bandung,BDG,5,KP.CICARITA RT.03/RW 020,DESA CIWARUGA,KEC.PARONGPONG,BANDUNG,"COLEMAN, NELSON AND CALLAHAN",100000003447
BDG-05-034,Kota Bandung,BDG,5,PERUMAHAN MADUR INDAH RT 01A RW 15,DESA BABAKAN,KEC.CIPARAY,BANDUNG,MELENDEZ PLC,100000003450
BDG-05-035,Kota Bandung,BDG,5,JLN BABAKAN BETAWI RT 04/08,DESA MELATI WANGI,KEC. CILENGKRANG,BANDUNG,PEARSON-STONE,100000003452
BDG-05-036,Kota Bandung,BDG,5,"KP. BOJONG KONENG RT.001 RW.006,","DESA CINGCIN,",KEC. SOREANG,BANDUNG,SIMPSON PLC,100000003454
BDG-05-037,Kota Bandung,BDG,5,JL. SUPRATMAN 66 BANDUNG KOD.BANDUNG,CITARUM,CITARUM,"BANDUNG, KOTA",WILEY-BARNES,100000004275
BDG-05-038,Kota Bandung,BDG,5,RT.02 RW.08,KAMPUNG CIPULUS,CILENGKRANG,BANDUNG,OWENS PLC,100000005367
BDG-05-039,Kota Bandung,BDG,5,KP CIKONENG RT 06 RW 08,DS BOJONGSOANG,KEC BOJONGSOANG,BANDUNG,"MOODY, STEPHENS AND HANSON",100000005368
BDG-05-040,Kota Bandung,BDG,5,KP. PEUJEUH RT.01 RW 07,"DS DRAWATI,","KEC. PASEH,",BANDUNG,WOOD LTD,100000005452
BDG-05-041,Kota Bandung,BDG,5,KP.MUNGGANG RT/RW.03/06,KEC.CICALENGKA,KAB. BANDUNG,BANDUNG,HARRISON GROUP,100000005455
BDG-05-042,Kota Bandung,BDG,5,JL. MULYASARI BANDUNG,,,"BANDUNG, KOTA",PETERS-MARTIN,100000007346
BDG-05-043,Kota Bandung,BDG,5,JL.BANYU BIRU BLOK. A RT 002 RW 010,MARGA SENANG,CIWASTRA,"BANDUNG, KOTA","RANGEL, LLOYD AND GALLOWAY",100000007347
BDG-05-044,Kota Bandung,BDG,5,JL. CIHIDEUNG RT 03/04,CIPELAS,RANCABALI,BANDUNG,GARNER-WILLIAMS,100000007357
BDG-05-045,Kota Bandung,BDG,5,"JL. NEGLASARI, RT.03 RW.21,","DESA CILEUNYI KULON,",KEC. CILEUNYI,BANDUNG,HANNA GROUP,100000007372
BDG-05-046,Kota Bandung,BDG,5,"GG. SUKA MULYA RT02 RW09,","KEL. CIKUTRA,",KEC. CIBEUNYING KIDUL,BANDUNG,JONES PLC,100000007389
BDG-05-047,Kota Bandung,BDG,5,JL. BABAKAN CIPARAY RT.01/RW.09,"KEL. BBK CIPARAY,",KEC. BABAKAN CIPARAY,"BANDUNG, KOTA","FOSTER, YU AND OSBORN",100000007395
BDG-05-048,Kota Bandung,BDG,5,JL. MENCUT LAGADAR,LAGADAR,MARGAASIH,BANDUNG,"TERRELL, WATSON AND ARNOLD",100000008258
BDG-05-049,Kota Bandung,BDG,5,JL. ACHMAD YANI,BANDUNG,BANDUNG,"BANDUNG, KOTA",JOHNSON-GOMEZ,100000008261
BDG-05-050,Kota Bandung,BDG,5,JL. ACHMAD YANI 698,"KEL. BANDUNG,","KEC. BANDUNG,","BANDUNG, KOTA",ROMERO-JACOBSON,100000012360
BDG-05-051,Kota Bandung,BDG,5,JL. RAYA PANGALENGAN,PANGALENGAN,PANGALENGAN,BANDUNG,"MEJIA, BROWN AND LOVE",100000013382
BDG-05-052,Kota Bandung,BDG,5,JL. CIKUTRA BARU VI (BLOK SEKEJATI),KEL NEGLASARI,,"BANDUNG, KOTA",VALENCIA LLC,100000014470
BDG-05-053,Kota Bandung,BDG,5,JL. GEGERKALONG GIRANG RT.05 RW.03,KEL. GEGERKALONG,KEC. SUKASARI BANDUNG,"BANDUNG, KOTA","NELSON, DAVIS AND BLACK",100000014471
BDG-05-054,Kota Bandung,BDG,5,JL SETIABUDI KM 10 RT03/07,,,"BANDUNG, KOTA",CAMACHO LTD,100000014472
BDG-05-055,Kota Bandung,BDG,5,JL. VETERAN 69 BANDUNG,LENGKONG,LENGKONG,"BANDUNG, KOTA",LIU-WILLIAMS,100000014473
BDG-05-056,Kota Bandung,BDG,5,JL. MANTERON I B RT.06 RW.11,KEL. SUKALUYU,KEC.CIBEUNYING KALER,"BANDUNG, KOTA",CURTIS-WARE,100000014474
BDG-05-057,Kota Bandung,BDG,5,JL. KENCANA WANGI UTARA I RT.01 RW.17,KEL. MARGASENANG,KEC. MARGACINTA BANDUNG,"BANDUNG, KOTA",BAKER-ROBLES,100000014475
BDG-05-058,Kota Bandung,BDG,5,JL. SUMUR BANDUNG - BANDUNG DH SIMPANG,,,"BANDUNG, KOTA","HAWKINS, WILSON AND MARTINEZ",100000014477
BDG-05-059,Kota Bandung,BDG,5,JL. BUKIT RAYA BAWAH,KEL. CIUMBULUIT,KEC CIDADAP KODYA,"BANDUNG, KOTA",MORGAN-BLAKE,100000014478
BDG-05-060,Kota Bandung,BDG,5,JL. DEPAN RUKO ARCAMANIK III,KEL. SUKAMISKIN,KEC. ARCAMANIK,BANDUNG,LARSON-JONES,100000014729
BDG-05-061,Kota Bandung,BDG,5,KA JL IR H JUANDA KP CIKUYA CICALEN,CIKUYA,CICALENGKA,BANDUNG,LOGAN-MURILLO,100000014845
BDG-05-062,Kota Bandung,BDG,5,JL. LASWI RT. 05 RW. 03,BANDUNG,BANDUNG,BANDUNG,HOWARD AND SONS,100000014846
BDG-05-063,Kota Bandung,BDG,5,JL SINDANG PALAY RT02/ RW05,KETAPANG,KEC. KETAPANG,BANDUNG,DAVIS LLC,100000014847
BDG-05-064,Kota Bandung,BDG,5,JL. SADANG RT.03/ RW16,KEL MARGAHAYU TENGAH,KEC MARGAHAYU,BANDUNG,"FERNANDEZ, GREEN AND HARRIS",100000014849
BDG-05-065,Kota Bandung,BDG,5,JL. SANGKALI RT01/ RW07,KEL. CINCIN,KEC. SOREANG,BANDUNG,POTTS-WOOD,100000014851
BDG-05-066,Kota Bandung,BDG,5,"GG. PAHLAWAN, KP. PINTU AIR RT.01/RW.01",DESA RANCAEKEK KULON,KEC. RANCAEKEK,BANDUNG,HENRY-MATTHEWS,100000015354
BDG-05-067,Kota Bandung,BDG,5,JL.DAGO,DAGO,SUMUR BANDUNG,"BANDUNG, KOTA",WATSON-ERICKSON,100000016137
BDG-05-068,Kota Bandung,BDG,5,KAMPUNG DANA RT 1 RW 11,DESA KUTAWARINGIN,KEC KOTA WARINGIN,BANDUNG,ALVAREZ-POPE,100000018090
BDG-05-069,Kota Bandung,BDG,5,JL. CIKURAI,KAVELERI GATOT SUBROTO,CIKURAI,"BANDUNG, KOTA","GRANT, EVERETT AND BRYAN",100000018091
BDG-05-070,Kota Bandung,BDG,5,JL.CIGONDEWAH KALER RT 01 RW 03,KEL CIGONDEWAH KALER,KEC BANDUNG KULON,"BANDUNG, KOTA","LAMB, ADAMS AND JOHNSON",100000018092
BDG-05-071,Kota Bandung,BDG,5,KP. CICADAS RT 01 RW 03,DESA TANJUNG WANGI,CICADAS,BANDUNG,"GONZALEZ, RAMIREZ AND LOPEZ",100000018096
BDG-05-072,Kota Bandung,BDG,5,JL. SUKA BIRUS RT 3 / RW 12,KEL.CITEUREP,KEC.DAYEH KOLOT,BANDUNG,GOMEZ-ACEVEDO,100000018103
BDG-05-073,Kota Bandung,BDG,5,JL. CIKADUT RT01/RW01 JAMARAS TIMUR,KEL JATIHANDAP,KEC. MANDALAJATI,"BANDUNG, KOTA",MITCHELL PLC,100000018109
BDG-05-074,Kota Bandung,BDG,5,JL.OTO ISKANDAR DINATA RT 04 RW 02,KEL.BALONG GEDE,KEC. REGOL,"BANDUNG, KOTA",BARRETT PLC,100000018117
BDG-05-075,Kota Bandung,BDG,5,JL. HOLIS,HOLLIS,HOLLIS,"BANDUNG, KOTA","KELLEY, LOPEZ AND MILLER",100000018118
BDG-05-076,Kota Bandung,BDG,5,JL.SAWAH KURUNG RAYA RT 02 RW 03,KEL. CIATEUL,KEC. REGOL,"BANDUNG, KOTA",ANDERSON-COOK,100000018119
BDG-05-077,Kota Bandung,BDG,5,JL.RAJAWALI TIMUR A RT 003 RW 006,KEL DUNGUS CARIANG,KEC ANDIR,"BANDUNG, KOTA","CABRERA, CROSBY AND BROOKS",100000018121
BDG-05-078,Kota Bandung,BDG,5,JL.BATUNGGAL INDAH RAYA 1 RT07/RW 01,KEL.BATUNUNGGAL,KEC.BANDUNG KIDUL,"BANDUNG, KOTA",THOMPSON-JONES,100000018122
BDG-05-079,Kota Bandung,BDG,5,JL.KOPO RT/RW 01/07,BOJONGLOA KALER,BOJONGLOA,"BANDUNG, KOTA",SMITH-RAMIREZ,100000018123
BDG-05-080,Kota Bandung,BDG,5,JL.SOEKARNO HATTA BANDUNG RT.03 RW.11,KEL TURANGGA,KEC LENGKONG,"BANDUNG, KOTA",WELLS-REYES,100000018124
BDG-05-081,Kota Bandung,BDG,5,JL.PETA,KEL. PELINDUNG HEWAN,KEC. ASTANA ANYAR,"BANDUNG, KOTA",SCOTT LLC,100000018125
BDG-05-082,Kota Bandung,BDG,5,JL. BUDISARI,BUDISARI,LEDENG,"BANDUNG, KOTA",COBB INC,100000018126
BDG-05-083,Kota Bandung,BDG,5,JL.MEKAR PUSPITA,BOJONGLOA KIDUL,KEC.BOJONGLOA KIDUL,"BANDUNG, KOTA",COX LTD,100000018127
BDG-05-084,Kota Bandung,BDG,5,JL.JAKARTA RT 5 RW 3,KEBON WARU,KEBON WARU,"BANDUNG, KOTA",RAMIREZ INC,100000018128
BDG-05-085,Kota Bandung,BDG,5,KOMP. GURUMINDA JL. ANTAKUMALA RT1 RW9,KEL. CISARANTEN KULON,KEC. ARCAMANIK,"BANDUNG, KOTA",WOODS LTD,100000018134
BDG-05-086,Kota Bandung,BDG,5,KARANG ASIHRT.4/RW.13,KEL. SADANG SERANG,KEC. COBLONG,"BANDUNG, KOTA","GREEN, WEST AND SALAZAR",100000018135
BDG-05-087,Kota Bandung,BDG,5,"JL. PERMATA TAMANSARI RAYA RT.01 RW 11,",KEL. CISARANTEN KULON,KEC. ARCAMANIK,"BANDUNG, KOTA","JOHNSON, JUAREZ AND RODRIGUEZ",100000018136
BDG-05-088,Kota Bandung,BDG,5,JL.CISITU INDAH 6RT 01 RW 06,KEL.DAGO,KEC.COBLONG,"BANDUNG, KOTA",HALEY-SILVA,100000018137
BDG-05-089,Kota Bandung,BDG,5,"KOMPLEK BALADEWA ASRI, RT.05/RW.10",KEL. PAJAJARAN,KEC. CICENDO,"BANDUNG, KOTA",MARTINEZ INC,100000018138
BDG-05-090,Kota Bandung,BDG,5,"JL BUAH BATU RT.01 RW.12,",KEL CIJAGRA,KEC. LENGKONG BANDUNG,"BANDUNG, KOTA",SHELTON LLC,100000018152
BDG-05-091,Kota Bandung,BDG,5,JL. PROF. DR. SOERIA SOEMANTRI,SARIJADI,SARIJADI,"BANDUNG, KOTA","SLOAN, WAGNER AND NOVAK",100000018158
BDG-05-092,Kota Bandung,BDG,5,JL. CIPAGALO GIRANG-A RT 01 RW 06,KEL. MARGASARI,KEC. BUAH BATU,"BANDUNG, KOTA",SMITH INC,100000018162
BDG-05-093,Kota Bandung,BDG,5,JL.RANGGA GADING (UNISBA),TAMANSARI,SUMUR BANDUNG,"BANDUNG, KOTA",NELSON LLC,100000018171
BDG-05-094,Kota Bandung,BDG,5,JL. BUKIT JARIAN DALAM,KEL HEGARMANAH,HEGARMANAH,"BANDUNG, KOTA",ELLIS LLC,100000018172
BDG-05-095,Kota Bandung,BDG,5,JL PGA RT.02 RW.02,DS. LENGKONG,KEC. LENGKONG,BANDUNG,STANLEY AND SONS,100000018173
BDG-05-096,Kota Bandung,BDG,5,JL. PLUTO UTARA VIII RT03/RW14,KEL MARGASARI,MARGASARI,"BANDUNG, KOTA",JACKSON-LEE,100000018175
BDG-05-097,Kota Bandung,BDG,5,JL. TERUSAN BUAH BATU RTO6/RW06,KEL KUJANGSARI,KUJANGSARI,"BANDUNG, KOTA",UNDERWOOD INC,100000018176
BDG-05-098,Kota Bandung,BDG,5,KP. DURUNG KIDUL RT 1/4,DS. BOJONG,KEC. NAGREK,BANDUNG,"ARELLANO, LOPEZ AND MCCARTHY",100000018179
BDG-05-099,Kota Bandung,BDG,5,JL. DIPATIUKUR,COBLONG,COBLONG,"BANDUNG, KOTA",ADAMS AND SONS,100000018183
BDG-05-100,Kota Bandung,BDG,5,JL. IR. HAJI JUANDA,(HOTEL GEULIS),DAGO,"BANDUNG, KOTA","STEWART, WEBB AND FIELDS",100000018184
BDG-05-101,Kota Bandung,BDG,5,JL.DOKTER JUNJUNAN RT.04 RW.08,KEL.SUKABUNGAH,KEC.SUKAJAD,"BANDUNG, KOTA",ADAMS AND SONS,100000018191
BDG-05-102,Kota Bandung,BDG,5,DESA CIETEUREP,DESA CIETEUREP,KEC DAYEUHKOLOT,BANDUNG,"MCKNIGHT, LEE AND BUSH",100000018291
BDG-05-103,Kota Bandung,BDG,5,"JL. RAYA PANDANWANGI RT.07/013,","DESA CIBIRU WETAN,",KEC. CILEUNYI,BANDUNG,"MILLER, STEWART AND WILSON",100000018294
BDG-05-104,Kota Bandung,BDG,5,JL. MOHAMAD YUSUF RT 02/ RW 04,"DESA JATI ENDAH,","KEC. CILENGKRANG,",BANDUNG,CHAVEZ-PRICE,100000018305
BDG-05-105,Kota Bandung,BDG,5,"JL. JATIMULYA 3 NO.96, 02,RW 11,","KEL.GUMURUH,",KEC.BATUNUNGGAL,"BANDUNG, KOTA","BRYANT, THOMPSON AND RUSSO",100000018315
BDG-05-106,Kota Bandung,BDG,5,JL RAYA CIUMBULEUIT ATAS RT02 RW10,KEL.CIUMBULEUIT,KEC.CIDADAP,BANDUNG,ORTIZ PLC,100000018538
BDG-05-107,Kota Bandung,BDG,5,RT4 RW02 DS SANGKANHURIP KEC KATAPANG KA,SANGKANHURIP,KETAPANG,BANDUNG,WALKER-TURNER,100000030875
BDG-05-108,Kota Bandung,BDG,5,KAV.GRAND BUNGA LESTARI RT.01/02,DS RANCAMULYA,PAMEUNGPEUK,BANDUNG,ROGERS INC,100000048485
BDL-03-001,Kota Bandar Lampung,BDL,3,"JL. BARU PINANG JAYA, LINGKUNGAN I,","KEL. PINANG JAYA,",KEC. KEMILING,"BANDAR LAMPUNG, KOTA",STEVENS-WYATT,100000000029
BDL-03-002,Kota Bandar Lampung,BDL,3,JL. SABURAI RT. 2 LINGKUNG V,KEL. GUNUNG SULAH,KEC. SUKARAME,"BANDAR LAMPUNG, KOTA",SMITH-BROWN,100000000030
BDL-03-003,Kota Bandar Lampung,BDL,3,JL. SULTAN AGUNG II J,KEL. WAY HALIM,KEC. SUKARAME,"BANDAR LAMPUNG, KOTA",FISHER PLC,100000000031
BDL-03-004,Kota Bandar Lampung,BDL,3,JL. AHMAD YANI NO.33 LK.2 RT.006 RW.,KEL. GOTONG ROYONG,TANJUNG KARANG PUSAT,"BANDAR LAMPUNG, KOTA","BARNES, GARCIA AND BELL",100000000032
BDL-03-005,Kota Bandar Lampung,BDL,3,JL.HI.SAID RT.01/RW.01,KEL.JAGABAYA II,KEC.SUKARAME,"BANDAR LAMPUNG, KOTA",MARTIN-KING,100000001152
BDL-03-006,Kota Bandar Lampung,BDL,3,JL. URIP SUMOHARJO GG. MESJID,KEL. WAY HALIM,KEC. SUKARAME,"BANDAR LAMPUNG, KOTA",ARCHER-COHEN,100000001153
BDL-03-007,Kota Bandar Lampung,BDL,3,JL. KEMUNING I RT 03/01 LK. III,KEL. RAWA LAUT,BANDAR LAMPUNG,"BANDAR LAMPUNG, KOTA",PALMER-THOMPSON,100000001155
BDL-03-008,Kota Bandar Lampung,BDL,3,"JL. TEUKU CIK DITIRO,",KELURAHAN BERINGIN RAYA,KECAMATAN KEMILING,"BANDAR LAMPUNG, KOTA","BROOKS, FUENTES AND HARDIN",100000001158
BDL-03-009,Kota Bandar Lampung,BDL,3,JL. BUNG TOMO RT 003/04,KEL. GEDONG AIR,KEC.TANJUNG KARANG BARAT,"BANDAR LAMPUNG, KOTA","WARREN, HORTON AND STEWART",100000001159
BDL-03-010,Kota Bandar Lampung,BDL,3,JL. MAYJEN,RIACUDU KAMPUNG 2,KEC. CAMPANG RAYA,"BANDAR LAMPUNG, KOTA","GARCIA, THOMPSON AND DAVIS",100000001162
BDL-03-011,Kota Bandar Lampung,BDL,3,JL. PRAMUKA RT01,BANDAR LAMPUNG,BANDAR LAMPUNG,"BANDAR LAMPUNG, KOTA",DYER-CRAWFORD,100000001164
BDL-03-012,Kota Bandar Lampung,BDL,3,JL. CUT NYAK DIEN ( KAMPUS DCC ),KEL. DURIAN PAYUNG,KEC. TANJUNG KARANG PUSAT,"BANDAR LAMPUNG, KOTA",BLAKE GROUP,100000001166
BDL-03-013,Kota Bandar Lampung,BDL,3,JLN. GAJAH MADABANDAR LAMPUNG,KEL. KOTA BARU,KEC TANJUNG KARANG TIMUR,"BANDAR LAMPUNG, KOTA",ANDERSON LLC,100000001169
BDL-03-014,Kota Bandar Lampung,BDL,3,JL. IR SUTAMI GG. MARTINI RT 08,KEL. WAY LAGA,"KEC. PANJANG,","BANDAR LAMPUNG, KOTA","MURPHY, SANFORD AND QUINN",100000001171
BDL-03-015,Kota Bandar Lampung,BDL,3,JL. PANGERAN DIPONEGORO,"TELUK BETUNG UTARA,",TELUK BETUNG,"BANDAR LAMPUNG, KOTA",CAREY-GRIFFIN,100000001172
BDL-03-016,Kota Bandar Lampung,BDL,3,JL. IMAM BONJOL GG. PELITA NO. 17 RT 004,KEL SUKAJAWA,KEC. TANJUNG KARANG PUSAT,"BANDAR LAMPUNG, KOTA",SCOTT-DUNN,100000001173
BDL-03-017,Kota Bandar Lampung,BDL,3,JL. TEUKU UMAR RT.01,KELURAHAN PENENGAHAN,KEC. TANJUNG KARANG PUSAT,"BANDAR LAMPUNG, KOTA",KNIGHT-WILSON,100000005392
BDL-03-018,Kota Bandar Lampung,BDL,3,"JL. PADAT KARYA, LK I,",KEL. SUKABUMI,"KEC. SUKABUMI,","BANDAR LAMPUNG, KOTA",PALMER-BEASLEY,100000006185
BDL-03-019,Kota Bandar Lampung,BDL,3,JL. UNTUNG SUROPATI RT 06 RW 02,"KEL. LABUHAN RATU,","KEC. KEDATON,","BANDAR LAMPUNG, KOTA",LEE PLC,100000006186
BDL-03-020,Kota Bandar Lampung,BDL,3,"JL. NANGKA RT10/RW10,","KEL SEPANGJAYA,",KEC. KEDATON BANDAR,"BANDAR LAMPUNG, KOTA",SPENCER-BYRD,100000006197
BDL-03-021,Kota Bandar Lampung,BDL,3,"JL PRAMUKA GG ALUN-ALUN RT/LK 14/1,","KEL.RAJABASA,",KEC.RAJABASA,"BANDAR LAMPUNG, KOTA",LARSON-RIVERA,100000006198
BDL-03-022,Kota Bandar Lampung,BDL,3,JL. KARTINI NO:1,"KEL. BANDAR LAMPUNG,","KEC. BANDAR LAMPUNG,","BANDAR LAMPUNG, KOTA",TURNER-SMITH,100000012366
BDL-03-023,Kota Bandar Lampung,BDL,3,JL. LINTAS SUMATRA,"KEL. BANDAR LAMPUNG,","KEC. BANDAR LAMPUNG,","BANDAR LAMPUNG, KOTA","ROACH, NORTON AND LYNCH",100000012367
BDL-03-024,Kota Bandar Lampung,BDL,3,"JL. KI MAJA RT.004 RW.-,","KEL. SEPANG JAYA,",KEC. KEDATON,"BANDAR LAMPUNG, KOTA",SPENCER GROUP,100000014127
BDL-03-025,Kota Bandar Lampung,BDL,3,JL. TERUSAN PULAU BANGKA LK. 3 RT 01,KEL. SUKABUMI INDAH,KEC. SUKABUMI,"BANDAR LAMPUNG, KOTA","WILLIAMS, DOUGHERTY AND BUCHANAN",100000014953
BDL-03-026,Kota Bandar Lampung,BDL,3,DUSUN II RT 09 RW 04,KEL. BANDAR NEGERI,KEC. LABUAN MARINGGAI,"BANDAR LAMPUNG, KOTA",HANSEN-JONES,100000014954
BDL-03-027,Kota Bandar Lampung,BDL,3,JL. YOS SUDARSO,KEL. BUMI WARAS,KEC. TELUK BETUNG,"BANDAR LAMPUNG, KOTA","COOKE, BELL AND BOONE",100000014956
BDL-03-028,Kota Bandar Lampung,BDL,3,JL. CIPTO MANGUNKUSUMO RT 08 LINGK I,"KEL. SUMUR BATU,",KEC. TELUK BETUNG UTARA,"BANDAR LAMPUNG, KOTA","DELEON, CARTER AND BARNES",100000014957
BDL-03-029,Kota Bandar Lampung,BDL,3,JL. PURN 4,KEL. GUNUNG TERANG,KEC. TANJUNG KARANG TIMUR,"BANDAR LAMPUNG, KOTA","WATTS, TATE AND GUERRA",100000014958
BDL-03-030,Kota Bandar Lampung,BDL,3,JL. UNTUNG SUROPATI RT 02 RW 01,KEL. LABUAN RATU,"KEC. KEDATON,","BANDAR LAMPUNG, KOTA","ROWE, JOHNSON AND HALL",100000014960
BDL-03-031,Kota Bandar Lampung,BDL,3,JL. RE. MARTADINATA RT 01 LK 05,KEL. KETEGUHAN,KEC. TELUK BETUNG BARAT,"BANDAR LAMPUNG, KOTA","ROBERTS, DIAZ AND MIRANDA",100000014961
BDL-03-032,Kota Bandar Lampung,BDL,3,JL. SOEKARNO HATTA RT 01 LK I,KEL. CAMPANG RAYA,KEC. TANJUNG KARANG TIMUR,"BANDAR LAMPUNG, KOTA","PETERS, WRIGHT AND ANDERSON",100000014963
